To-Be Workshop- Demand - MRO Maintenance planning - Session 1 
jue, 10 de oct de 2024

2:27 - Conference Room (MM- SKEC2 - L08) - Speaker 1 Have a good night, everybody.
14:26 - Conference Room (MM- SKEC2 - L08) - Speaker 3 Yes. Yeah. These are the design workshops. This is the first iteration of design workshops. We're showing you the leading practice. And it's going to be a collaborative session. We're going to go over each of these steps that we talked about. It's going to be, and then if there are some new requirements, we're going to show you the leading practice. If it doesn't work for AdNoc, we'll need to tailor it based on these requirements.

14:56 - Conference Room (MM- SKEC2 - L08) - Speaker 1 Yes, and this session we request to be interactive. It means if you have any question on any slide, please question at that point of time so that we can discuss between the teams on what the requirement is, what the question is, and answer there itself so that we want to make sure these sessions are as interactive as possible.

15:14 - Sheraz Kazi (ADNOC Refining - RRE) Surez, does that answer your question?

15:16 - Conference Room (MM- SKEC2 - L08) - Speaker 1 Yes, yes, good. Thank you. Please continue.

15:19 - Unidentified Speaker Perfect.

15:21 - Conference Room (MM- SKEC2 - L08) - Speaker 3 All right, so what are we doing today? So today we're going to go over the corrective maintenance demand plan, as well as the preventative maintenance demand plan. And lastly, we're also showing you the new spare parts introduction, so how we can forecast new spare parts where we don't have any consumption, but you need to do the planning for it.

15:55 - Conference Room (MM- SKEC2 - L08) - Speaker 5 Hi, everyone. Bastian here. So as Mohamed was just presenting, this is going to be a more detailed session in comparison to what we did in the demo on Tuesday. So what we're going to cover is the demo part, right? So just Remembering what we said in the PLC session, the objective, the main objective, the only main objective of the demand planning process is to generate a forecast for the next three to five years depending on the part on a monthly level. Also, this forecast will be done for all the materials in different locations, but it can be also created for resources when needed. Future part consumption and future resource consumption. We could also add maybe a third thing, which is the valorization. It's how much it's going to cost the plant at this level, but it's something that, of course, needs to be assessed. Okay. So again, remembering this slide about what are we discussing today is the demand planning process, which like on a very high level starts with the historical consumption for corrective maintenance in terms of power and in terms of consumption, sorry, in terms of power, in terms of Then we run the different statistical models to get a forecast that can be adjusted based on requirements. Whereas for preventive, we will going to integrate the preventive activities plan. We're going to see what is the consumption link to to this plant, and with that, maybe we will be able to maybe tweak it a little bit, do some adjustment. We will see how that works.

18:25 - Conference Room (MM- SKEC2 - L08) - Speaker 2 Okay? So, how do you interpret this 20 meters demand plan? What does it actually mean?

18:34 - Conference Room (MM- SKEC2 - L08) - Speaker 5 Preventive?

18:35 - Unidentified Speaker Yeah.

18:36 - Conference Room (MM- SKEC2 - L08) - Speaker 5 So, as an initial step, we want to integrate your your plan, what you have in this for HANA?

18:42 - Conference Room (MM- SKEC2 - L08) - Speaker 2 Yeah, because normally in the offshore, I don't know about the onshore, but in the offshore, we don't reserve the material in the preemptive maintenance plan. So how you'll get, you don't have the data.

18:53 - Conference Room (MM- SKEC2 - L08) - Speaker 3 Yeah, so we will talk about this. We can show you what the leading practices and we know that ADNOC is not adding the activities or the battery components and the maintenance plan. Where it's more complex than the leading practice. It's typically the leading practice you need to add the activities and you need to add the components of those activities linked to that maintenance plan. This is not happening at AdNoc. Now, there are different solutions. We'll talk about them when we get to the preventive maintenance.

19:30 - Conference Room (MM- SKEC2 - L08) - Speaker 5 A question from my side. I understand for the plant plan, you don't have materials linked to this. What about the work orders? The work order will be generated on the basis of the maintenance plan. And you have work orders for how long?

19:39 - Unidentified Speaker I didn't get it.

19:40 - Conference Room (MM- SKEC2 - L08) - Speaker 1 How long is it?

19:40 - Conference Room (MM- SKEC2 - L08) - Speaker 2 It depends upon the work order duration. It depends upon the work order duration.

20:01 - Conference Room (MM- SKEC2 - L08) - Speaker 6 It depends upon the work planned over expected it is expected calculating the material link to that and how long it is simply according to the time when it's fixed.

20:11 - Conference Room (MM- SKEC2 - L08) - Speaker 2 As for the frequency there is a call origin is there different call origin some of us will be called 30 days before some are six months before because if it is five years overall call origin will be different if it is monthly the call origin will be different weekly it will be having the different call origin.

20:28 - Conference Room (MM- SKEC2 - L08) - Speaker 5 I didn't catch it.

20:30 - Conference Room (MM- SKEC2 - L08) - Speaker 2 There are different frequencies out there. So as per the frequency, the call horizon has been defined. For example, it is six years or five years of major overhaul. It will be generated in the system one year before or six months before. If it is weekly PMs, then it will be generated every three days in advance so that you will get in the system. If it is monthly PM, then it will be maybe by 15 days and all. So there are different call horizons set as per the frequency of the main system.

20:59 - Conference Room (MM- SKEC2 - L08) - Speaker 9 Is the frequency service respected? So if you are having a maintenance every six months, you are always doing it that way?

21:05 - Conference Room (MM- SKEC2 - L08) - Speaker 2 Normally, except the integrative work orders, all are having the fixed frequencies. Integrative work orders are driven by the inspections. As far as the inspection condition, the frequency might change. But it will not be drastically changed. Instead of five years, it can become four years. Instead of five years, it can be seven years. Increase or decrease depends upon the inspection condition.

21:27 - Conference Room (MM- SKEC2 - L08) - Speaker 9 something that is on the master data on CP, something that we can know that relate to this work order is related this frequency in particular? Yeah. Okay. So maybe study some information that we can use to extrapolate that behavior in the future if we need it.

21:45 - Conference Room (MM- SKEC2 - L08) - Speaker 2 With that one, you can able to know when it is due. But what is our problem? In order to have the maintenance plan, this one, PM plan demand, you wanted to have what are material consumed against them, which is supposed to be the task list, which is not the normal practice in the offshore. Maybe it is practice in the onshore, I'm not aware of

22:04 - Conference Room (MM- SKEC2 - L08) - Speaker 1 In general, we have received this feedback while we were working on data extraction as well for setup and IPP that you don't have any component anywhere. All the agencies are not following this practice. Probably there are few maintenance plan only where there is a task list assigned and then the task list has the material allocated to it, but in most of the cases it is not there. What we have understood as of now, So as we proceed through this presentation, we have a specific section for data. And probably that will be the first section we would like to address so that we make sure that we understand this is an important thing, how we get this data. And it is important for us to get this data so that we can forecast because for sure you'd like to understand how the forecast is there for three to five years or more period so that you can do the long-term agreement planning as well as one of the things we've discussed before. So it's important we understand in the gap and let's work together on how we can find a potential solution or potential risk and mitigate it as we proceed in this discussion.

23:20 - Conference Room (MM- SKEC2 - L08) - Speaker 1 referenced by the level, okay. Only the major overall or major shutdown, those items will be part of the demand forecast, okay, which will be okay based on the demand.

23:40 - Conference Room (MM- SKEC2 - L08) - Speaker 1 Got it. So let's discuss that as we have a specific sections only to talk about data and how, what data IBP requires and how we can get that data, whether the data is in the same way as the ISPP expects in today's practice, and then if there are gaps around it, we will work around those gaps and see how we can mitigate those risks to make sure we are able to get the data we need.

24:03 - Conference Room (MM- SKEC2 - L08) - Speaker 2 So the reason we invited Santani is for the reliability.

24:06 - Unidentified Speaker Yeah. So any changes?

24:09 - Conference Room (MM- SKEC2 - L08) - Speaker 6 Sorry, I just came because we got some issues with the entry. Yeah. It doesn't work and If I don't want to intervene, let's continue.

24:20 - Conference Room (MM- SKEC2 - L08) - Speaker 3 All right, so let's go over the demand planning process for corrective. So first initial step is the system is going to gather your historical corrective maintenance usage regarding parts. This is going to to be on a weekly basis. Inventory planner will then review the demand pattern classification. What happens is that the system will categorize those usage based on if it's intermittent. The planner will then, on a quarterly basis, will look at that, review them. The second step is that the system will then segment those demand based on predefined criterias. Now, we looked at your inventory policies. You have multiple material classifications. We're going to go over also your classifications and what we think is best for demand planning, because you have classifications for critical You have classifications for the frequency you have classifications for the price as well So what this system will do is that will classify them based on what we want What are the pre-configured criteria? I then will add those This is going to be on a quarterly basis because it's not gonna change frequently Once this is done the inventory now planner will review and talked about the pre-processing steps. This is basically just stating that the system has found some outliers, let's say a spike in the consumption. Well, the maintenance planner will review that. Either the system, and we'll talk about that, either the system can correct it, or it can be just analyzed by the maintenance planner and will say they will manually change it. The system can propose a change, but this is a decision that we need to make, whether it's going to be system-driven or it needs to be an intervention.

26:49 - Conference Room (MM- SKEC2 - L08) - Speaker 3 Once this is done, this maintenance will have to run. It is a manual task, and the system will have to run the statistical forecast. And this is going to be on a monthly basis. I will skip the new spare parts introduction, because we have a section for the new spare parts introduction. So once we run the statistical forecast, this maintenance planner would analyze it. If there needs to be some adjustments, they will make these adjustments in the system.

27:31 - Conference Room (MM- SKEC2 - L08) - Speaker 3 On Tuesday, we talked about there needs to be a log that if we manually change this forecast, we need to have a log. We can have this log, we can activate it and see the history who has changed this forecast. Once this is done, we agreed upon the forecast. The system will then consolidate the corrective maintenance plan as well as the preventative maintenance plan. There needs to be then a meeting of an agreement between the demand. This is your demand for the month. Are we all aligned? Typically, we have the maintenance planners, we have the maintenance managers, as well as the inventory. This meeting.

28:26 - Conference Room (MM- SKEC2 - L08) - Speaker 2 Regarding the rules, that's something right now since the rules are this is something as per the best practice SAP recommends but then actually working based upon how you are distributed your work in between the different teams.

28:56 - Conference Room (MM- SKEC2 - L08) - Speaker 1 We can have a discussion whether it makes sense for AdNoc to follow the same rules or considering that you will be having a centralized inventive team which will oversee the entire planning of the MROs. How this needs to be changed can be discussed and that feedback would be required from your side so that we can adjust this process to make it specific to the rules you have in AdNoc. The planner may not be the right person to do that. I understand this is something very standard from an SAP's perspective, but this may not be applicable as is to AdNoc. So one of the things we need to also get a feedback from you is that how we are going to design this centralized team. And then based upon that design, how you want us to distribute these roles so that it makes more sense from AdNoc perspective for efficient operations of the activities we are mentioning here.

29:51 - Conference Room (MM- SKEC2 - L08) - Speaker 3 Yeah, maybe we can spend some time right now. Yeah. Because goals are very important, right, to define who's doing what. To Raoul's point, we know that you are in the process of implementing a centralized inventory. Is the inventory plan responsible, will be responsible for an AGC? How is this centralization being done?

30:19 - Conference Room (MM- SKEC2 - L08) - Speaker 1 Will there be one planner for each AGC, or then how the distribution happens of the work between the planner and the relationship with AGCs? Is there any formalization happened, or do you want to have that discussion here, or we can have the discussion separately as well between a limited group of people so that that distribution can be part of the processes for design. We can have separate discussion on this. Okay. That's completely fine.

30:57 - Conference Room (MM- SKEC2 - L08) - Speaker 4 Yeah, that's okay. We'll have a separate discussion about that because the centralization here, as you mentioned, we'll have something different now. The inventory will be centralized similar to what will happen now. We have material cataloging. They are centralized. And they are receiving a lot of demands or requests from the end user. Separate companies, they are sending them through one, it's a pipeline. They are receiving one pipeline, the section holder or whatever, the team leader, they receive all the requests and distribute among the team here, now centralized. And they can, each one, they can handle some of them. We need the practice here to be similar to that one. Because you know, as he mentioned that, the reservation or the plan, it should be come from maintenance to the end-user on that side. He knows better than us about his requirement. Which is this. Okay, that's good. Well, I think let us continue.

31:51 - Conference Room (MM- SKEC2 - L08) - Speaker 8 This is one question regarding the inventory share service. So once the requirement comes from the end-user, do you have a focal point for the inventory in the group company?

32:00 - Conference Room (MM- SKEC2 - L08) - Speaker 4 We need a focal point, yes, of course, definitely.

32:03 - Conference Room (MM- SKEC2 - L08) - Speaker 8 Focal point in the end-user side or in the inventory control?

32:07 - Conference Room (MM- SKEC2 - L08) - Speaker 4 This will need to be decided. Already raised by the management to have a focal point from the end-user side. From the end-user side? Yes, end-user side. Already under discussion this one.

32:17 - Conference Room (MM- SKEC2 - L08) - Speaker 8 But anyways, after end-user, it will come directly to the inventory? Yes.

32:23 - Conference Room (MM- SKEC2 - L08) - Speaker 4 And there will be no inventory department in the company? No, I think no inventory department.

32:36 - Conference Room (MM- SKEC2 - L08) - Speaker 4 Of course. Abdulla here. Abdulla? Abdulla, are you here?

32:41 - Unidentified Speaker Yeah. Yeah, I am here.

32:43 - Conference Room (MM- SKEC2 - L08) - Speaker 6 Throw some light here.

32:45 - Abdul Lathief Muhammed Kunhi (ADNOC Offshore - IC) Yeah, OK. Now see, normally from the focal point, so we used to get this information on an annual basis as like a plan. So there are two parts. Is for the purchasing plan like fire plan we are obtaining this within the fire plan and every year it is reoccurring process actually.

33:22 - Conference Room (MM- SKEC2 - L08) - Speaker 2 Yeah you are audible so regarding the forecasting what you are saying site can give you the forecasting for the regular materials for example the chemicals and the consumables they cannot give you the forecasting for the sea Kind of material because they don't know which pump will be failed tomorrow or which compressor will be failed or which turbine will be failed So you will not get those kind of forecasting Yeah, that's what I see whatever yeah, what are the

33:47 - Abdul Lathief Muhammed Kunhi (ADNOC Offshore - IC) forecasting part it's for this yeah actually The critical items for example vital and essential so we put like the marking The min max level then it will go for example So, any HADOC requirement, like any planned material, it has to come through the planning part of it. However, sometimes it's not happening through the plan, either through MR is coming. So, we need some improvement process here to obtain the planning part from site. So, this will benefit for us, for example, to gather this planning information.

34:29 - Conference Room (MM- SKEC2 - L08) - Speaker 2 Abdulla, we should be very clear what this requirement from the site because, you know, in most of the knockoff shows, the lean organization is going on. So they will have only one planner who will be dedicated for the front end maintenance activities. So we should be clear what you are expecting from him. Otherwise, the system will not work.

34:48 - Conference Room (MM- SKEC2 - L08) - Speaker 3 Can I just ask a question? When you say the planner, does this planner sit in maintenance or anything?

34:56 - Conference Room (MM- SKEC2 - L08) - Speaker 2 as planned. Because normally the practice, what is the practice? When the work order will be raised, we will talk about the CM work orders. The maintenance supervisor, he reserves the material. But instead of reserving the CM work order, he reserves the general work order to forecast. Because at present we are having the MRP issues and all, min, max level and all. If all these issues will be fixed, then no need to reserve the general work order. You can run the demand and accordingly you will get what is the requirement.

35:23 - Conference Room (MM- SKEC2 - L08) - Speaker 1 What do you mean by general work order?

35:25 - Conference Room (MM- SKEC2 - L08) - Speaker 2 It's not the CM work order, it's the general work order.

35:29 - Conference Room (MM- SKEC2 - L08) - Speaker 1 So it's a maintenance work order only? It's a maintenance work order.

35:34 - Conference Room (MM- SKEC2 - L08) - Speaker 2 So you will not have the history, this material, where it is used. For example, your compressor units are material, you are not reserving the material in the compressor work order. Because if you wait for the failure of the equipment and you reserve it, the material will come after two years. I cannot keep this equipment out of the So, I have to forecast myself to bring now this critical materials and keep it with us.

35:56 - Conference Room (MM- SKEC2 - L08) - Speaker 1 So, you are not depending on maintenance plans to forecast, you are manually forecasting through creating a manual work order upfront two years probably in advance considering that there is something and then that manual work order generates the reservation which is then converted to purchase requisition for procurement of the money.

36:12 - Ahmed Mahmoud Al Hammadi (ADNOC Refining - HQ) Yeah, you are right. If you allow me, I think there is a point here we can solve this issue by the how frequency we can review the plan. There is a five years plan and there is every two years and here I can see there is a beginning stage that the plan will be reviewed by every quarter. So we can solve your issue if you if you provide to me a quarter list updated plan. Yes, what you are saying is difficult for the maintenance sometimes. But if we are looking for this practice, we need to have the forecast. We need this forecast to be provided by the end user. So by this way, we will ensure that there will not be build up, your spare will be available. So let's work to ensure that the forecast will be provided by end-user and it will be reviewed by inventory.

37:19 - Conference Room (MM- SKEC2 - L08) - Speaker 5 Can you explain the process that they just described one more time so we can have the whole consultation page?

37:25 - Unidentified Speaker Yeah.

37:27 - Conference Room (MM- SKEC2 - L08) - Speaker 1 What they're talking about is, since the maintenance plan does not have the material allocation, which means you cannot forecast based upon the maintenance plan. Today, what people are doing, they're using their experience and knowledge. And they understand which machine will fail when based upon the experience, and they manually create a work order. The work order type is not preventive maintenance, the work order type is general maintenance. They create work order based upon their experience that considering that I have done the maintenance today, which means based upon my experience, this part may fail again in one year. They understand what is the lead time, which means they will somewhere between one year to six months period and they'll create a work order that manual work order will trigger a reservation. If there is inventory available, the inventory will fulfill reservation. If the inventory is not available, that reservation will trigger procurement, which means that when they anticipate, if I've done the inspection maintenance today and I expect the next maintenance to be in one year, which means that I'm initiating this process manually to make sure that before one year I have the inventory of the component available so that if it fails, or if I have to do the plan maintenance again, then I have the inventory available in stock. So that is the entire process is manual and it does not. While there's a maintenance plan, they do not rely on maintenance plan to do the upfront planning and forecasting and that the process becomes manual. Also, the work order type is general, which means that history which is getting created is not under the preventive maintenance category.

39:06 - Conference Room (MM- SKEC2 - L08) - Speaker 1 which means that when we discuss about the data, we'll have to understand that what all order types of history we need to consider for us to have a clear understanding of what is your correct history. Because if we don't use general maintenance as an input for our history, the first steps is that for a corrective maintenance, we need to gather history, and that will come automatically from system. When we are setting up the system, if we don't set this up correctly, based upon what you are doing today, then it will lead to incorrect forecasts and may have much bigger issues in the future. So we don't want to end up there. So that's what I understand based upon this discussion.

39:43 - Conference Room (MM- SKEC2 - L08) - Speaker 6 Our understanding is correct. So that's why with the first point, when you say the history of CM work order, it cannot be taken from the work orders or it cannot be taken from the SAP system. Maybe in our practice, in our NAICS practice, you should go to the inventory, guys, based on the consumption. Material or spare part consumed the last three year, four year or what is the quantity you can make the consumption history, take it from there or manually fed whatever it is over a period till we make sure every the minimum maximum quantity is always maintained and the procurement is flowing in the right order. When you reach that level, then we can discontinue this or we can keep this on a manual correction to that where the information will be fed accordingly. So if you done in the first step, otherwise the whole system will be. Yes.

40:25 - Conference Room (MM- SKEC2 - L08) - Speaker 1 So if you see the first box when we need to interface. The interface is flexible enough if we understand where the data lies, we can pull that specific data. That's the first thing. So when we set up that interface, we'll have to make sure that we have this clear discussion about where exactly the data lies so that we can set up the interface correctly. That's the first thing. Now, based upon the interface, if you look at the step number four, which is kind of a pre-processing, where you further have an ability to look at whether this whatever data we are testing, whether it is representing your outcome correctly. So initial few cycles, we'll have to make sure that we review this very thoroughly so that all the corrections and outliers can be corrected one time in IVP so that next time the cycle runs, the corrections are already in place so that the forecast is in a better way. Again, when we run the statistical forecast, there is another step to make sure that the forecast outcome is in line with our historical consumption.

41:26 - Conference Room (MM- SKEC2 - L08) - Speaker 7 One point to highlight, most of the items which is procured for CM and PMO turnaround is on-demand items. So the inventory type of this item is on-demand. There is no safety level. I mean, there's no min-max. There is no reorder point. All zero, zero, zero. So we procure based on work order quantity, how much they I'll create procurement action based on this quantity. So even if you check, maybe you can check the history of consumption.

41:57 - Conference Room (MM- SKEC2 - L08) - Speaker 1 But we can check the history of consumption.

41:59 - Conference Room (MM- SKEC2 - L08) - Speaker 7 Because the system doesn't have levels.

42:02 - Conference Room (MM- SKEC2 - L08) - Speaker 6 There are two broad categories. One is like you say, highlighting, when it's a planned work order, turnaround, shutdown, and this kind of activity. Yes, there is a formal request, identification of material, whether receiving or not. Every team works together, and there's a work order generated, and material list also generated, what is required. Now, again, whether it's all materials supplied are not different, but they will have to shut down, cannot wait for a long time. So they manage here and there. And the current part, they're managing it. Second part is routine, like PM, PM. That's what he is violating. We are not capturing the right part, but now we are insisting to capture, make sure every work order is linked with MR and like that. But whether material is made available on time or not, job cannot wait and production cannot wait. Currently it is a mix up is going up and that's why you're saying the first list has to be manually generated from the inventory consumption list reviewed by respective sites whether they are covered or requirement is covered or this then then it can be uploaded as a first is to start up with yeah so some equipment will be much used in one side and other side may be not using other so yeah the list you populate for a

43:09 - Conference Room (MM- SKEC2 - L08) - Speaker 1 particular site has to be reviewed by the respective maintenance team then you update that will be fine yeah so so for corrective maintenance we will be looking at consumption history only because we need to understand when the metal was exactly used and not when it was planned. Because the point of usage is when the metal got used on a specific equipment or machine. And then from that point of perspective, we need to forecast that when it should be used again based upon the usage history. So for sure, we will be looking at the consumption data to understand when the exact consumption has happened for the specific material, irrespective of whether we have MRP type, min-max defined or not. Based upon the consumption history, when we say that the third box of review segmentation, based upon the history, IBP will propose what should be the segmentation now, considering how it is getting consumed from So the corrective maintenance path, which depends upon the historical consumption, does not need an input on what is the min-max level or what are the planning parameters. Now, that can become an input if you have already set up in your S4 on a system but then we can also use IBP to define those based upon the historical consumption we have so that we can optimize it in a way which is more efficient for right now.

44:28 - Conference Room (MM- SKEC2 - L08) - Speaker 6 Does that make sense? This is something yeah we agreed on the other day we have to go to the system we cannot continue to do that that's for clear.

44:36 - Conference Room (MM- SKEC2 - L08) - Speaker 5 And in parallel then regarding the the creation of this general order right you mentioned two factors I just want to confirm you mentioned that this order it is created based on lead time of the material yeah and like likelihood

44:55 - Conference Room (MM- SKEC2 - L08) - Speaker 2 of failing like when you think it's going to fail see normally the people they are maintaining the this in critical spheres to run their machines those lists we are having as soon as they consume they will order the new one because some material it might take six months, some material are taking three years also. So we cannot wait for each individual material. As soon as we finish, we want the other spare to be with us because it's a critical space.

45:18 - Conference Room (MM- SKEC2 - L08) - Speaker 5 On average, what is the period, the horizon period that you create these orders? If you look like the average, I don't know if there's an average material, but in general, for how long you have these general orders, general maintenance orders?

45:35 - Conference Room (MM- SKEC2 - L08) - Speaker 6 looking at. I don't understand your point.

45:37 - Conference Room (MM- SKEC2 - L08) - Speaker 8 How advance in time? See, it depends upon material.

45:41 - Conference Room (MM- SKEC2 - L08) - Speaker 6 Some material will come in 3 months, something will come in 6 months.

45:45 - Conference Room (MM- SKEC2 - L08) - Speaker 7 Is it based on the lead time? Not only the lead time.

45:48 - Conference Room (MM- SKEC2 - L08) - Speaker 4 Lead time is one aspect.

45:49 - Conference Room (MM- SKEC2 - L08) - Speaker 6 Maybe I have redundancy in the equipment itself. Maybe I have no redundancy. When there is no redundancy, we give more There are many things, so one of the aspects.

46:06 - Conference Room (MM- SKEC2 - L08) - Speaker 1 Just for example, the maintenance planner will not have visibility. He will be focusing on his maintenance work, right? So that he will not have visibility of whether it is an imported or locally available or what are the market conditions.

46:17 - Conference Room (MM- SKEC2 - L08) - Speaker 4 They want the material.

46:18 - Conference Room (MM- SKEC2 - L08) - Speaker 1 They will simply say that my stuff is finished. I need this.

46:21 - Conference Room (MM- SKEC2 - L08) - Speaker 4 Now you decide how you want to do it.

46:25 - Conference Room (MM- SKEC2 - L08) - Speaker 1 So from a maintenance planner's perspective, the moment a critical component is consumed, immediately next I need to fulfill this. This is critical. And if any point of time, if the stock is not available and the machine fails again, then it will create problem for the shop.

46:42 - Conference Room (MM- SKEC2 - L08) - Speaker 6 Let me throw a little bit, I don't know, out of context or something. One aspect is, like I said, making the list from the consumption. That has to be done, first one. Another aspect is, I don't know other, of course, at least Adnai Corporation, now they have the bill of material linking. Earlier it was the percentage is very low. Now I think substantially they are So they're improving. I think when another quarter, or maybe, I don't know, the one or two, maximum two Q or something, they will reach a good number. More than 80%, 90% will reach the bill of material. So whichever PM and CM are, forget about CM, you can go with the percentage. But the PM, you know exactly how much PMs are going to come. So then we know the bill of material associated with this PM, then we can be a populate. We can have a comparison of judgment between this and your historical data and make a judgment.

47:30 - Unidentified Speaker That will be more accurate.

47:33 - Conference Room (MM- SKEC2 - L08) - Speaker 6 Close to it.

47:33 - Conference Room (MM- SKEC2 - L08) - Speaker 1 Yeah, so that's also part of it. We have a maintenance plan. We have equipment or function location assigned to maintenance plan. And if we have a bill of material function location or equipment, then for sure that is one input for us to look at that based upon the frequency of the maintenance plan and the bill of material of the equipment or function location, we can use those components to forecast.

47:55 - Conference Room (MM- SKEC2 - L08) - Speaker 6 But then in that, we cannot forecast the CEM, but CEM must take from the history. It will always be history.

48:00 - Conference Room (MM- SKEC2 - L08) - Speaker 1 So that's why we if you're looking at this is CM. This is only corrective maintenance. So corrective maintenance will always look at history. When we go to the PM part we will have a discussion where we understand you have equipment bombs and you have maintenance plans. So from that relation we can pull up materials which are required and forecast those based upon the cycle defined in the plans. So that we can make that we can create this demand for the period you have in the plan. The plan may be for five years, 10 whatever duration you decide this defined in the maintenance plan. We can refer to that information to create that requirement that demand in the system.

48:43 - Conference Room (MM- SKEC2 - L08) - Speaker 7 Yeah, there is one thing for 10 rounds. Let's say I'm talking about finally we're like more organized like we plan two years ahead. Yeah, so we receive the work order two years ahead. So that before they start their activities, this material has to be available. And every turnaround is different than the other. Yes. Because different units. So it's difficult to forecast. And every turnaround for the same unit is different. Yes. It's not like each four years is not the same. Yeah. Not the same material, not the same quantity, not the same activity. Yeah. So it might be a challenge. It's not So probably we'll have to come up with a strategy.

