Supply Planning - Purchasing & Refurbishment  
mar, 24 de sep de 2024

0:03 - Conference Room (MM- SKEC2 - L08) - Speaker 1 Hi Najeeb, we'll start in a couple of minutes. Permits.
21:36 - Murugan Kaliaperumal (ADNOC - PE&ICV) I'm not clear. Are you saying that? Let me explain. Once we create the code, if you raise a PR for the first time, purchasing is going for sourcing activity directly. They go for tender. They don't go for intermediate request for information in this case, with respect to product.

21:55 - Conference Room (MM- SKEC2 - L08) - Speaker 1 Yeah, Ahmed, you correct me if I'm wrong, but in order for you to... No, no, no.

22:02 - Ahmed Mahmoud Al Hammadi (ADNOC Refining - HQ) What, Mohamed, you want to get a clarification on this point is when cataloging team, they are receiving a CR, from end user to catalog item they need to get a estimate price and availability this is what was explaining five

22:19 - Murugan Kaliaperumal (ADNOC - PE&ICV) minutes back beginning yes either the user is giving a budget record or the metals engineer will go and obtain the budget record where in he is looking for whether the metal is available till now right and the buying description is complete third is there a lead time produce from the market and fourth is the price current price so this is what they expect from a budget record in ERP terminology today they are calling it as RFI it's not

22:47 - Ahmed Mahmoud Al Hammadi (ADNOC Refining - HQ) done by purchasing team it is done before the metal is completed completely created in the metal record so after this after this it will come to inventory they will check the perimeters then inventory team they will is a PR to will go to purchasing. Purchasing same as what Murugan he explained now that they will go and get the request for RFQ.

23:17 - Murugan Kaliaperumal (ADNOC - PE&ICV) They go for RFQ, they go for directly for sourcing purpose. For products purchasing does not go for RFI unless until user is requesting for RARLY.

23:38 - Conference Room (MM- SKEC2 - L08) - Speaker 1 let's say let's assume that uh what happens if there's a descriptive in the uh you call right now the budget record and the the pr just goes back for approval what will be the difference in this case so when the buyers they've done uh they also went to market right and they done a source here And there was a discrepancy between what during the budget record phase and the PR.

24:14 - Murugan Kaliaperumal (ADNOC - PE&ICV) Discrepancy in price or lead time? Yes, price. It's okay. That is a negotiation issue. It doesn't impact us. The price used for calculating the previous parameters stays the same. Okay. And lead time? I hope the parameters are not the same. About the price?

24:34 - Ahmed Mahmoud Al Hammadi (ADNOC Refining - HQ) No, I think what Mohamed he want to discuss here, sorry about that, what Mohamed he want to discuss here in case if this item not being procured for last five years let's say, there is a difference in the price between what is available in the system and what the new price that purchasing they get it from market.

24:56 - Murugan Kaliaperumal (ADNOC - PE&ICV) Yeah, that's what I'm asking, answering, that doesn't, that's negotiation part that doesn't impact the levels. A change in price, that's why I'm continuing to ask another question. The unit price of the item doesn't influence the inventory levels, which means safety stock, minimum stock, maximum stock. Please correct me. If unit price is part of the parameter, so it will not have a big impact on our levels. We might find That is about the ordering cost.

25:34 - Conference Room (MM- SKEC2 - L08) - Speaker 1 Yeah, yeah, yeah. Inventory levels.

25:42 - Murugan Kaliaperumal (ADNOC - PE&ICV) However, if the lead time varies next time when we are calculating the levels automatically will change. Assume that this purchase order went out with a higher lead time or lesser lead time. Both are possible. So next time when the item is automatically the levels will be changed. We do not review levels during technical evaluation period or when the RFQ is in market, we don't review the levels once again. It doesn't make any requirement for us.

26:14 - Murugan Kaliaperumal (ADNOC - PE&ICV) Unless until you find it is mandated to do With some value case we can do it.

26:29 - Conference Room (MM- SKEC2 - L08) - Speaker 1 Right this year. This process is clear now. Uh? Yeah, I wanna jump it to a Refurbishment, because I know this topic is quite.

26:47 - Conference Room (MM- SKEC2 - L08) - Speaker 2 Before you do that, I'll share my screen. I want to show something to you. Let me know you are aware of this. If you are aware, then it's okay. I have already shared the document. So, this is a typical process flow for MRP, you know, related materials. For MRO materials, which are reserved through the work order. So, after the and when the MRP runs, it generates the planned order. So these planned orders are generated from and then these planned orders are converted and consolidated into PRs. So there is some kind of criteria is taken into consideration like similar materials belonging to a similar agreement, materials belonging to same manufacturer, similar commodities, You know, those kind of It's mentioned here.

27:47 - Conference Room (MM- SKEC2 - L08) - Speaker 1 If there's, let's say a requirement, let's say the supplier. Does it also take into consideration the fulfillment of the supplier? Let's say they have constraint that they cannot supply you, let's say a specific. You have to supply a specific quantity, so it has to be That is coming from the agreement.

28:13 - Conference Room (MM- SKEC2 - L08) - Speaker 2 Different kinds of agreements are there.

28:15 - Conference Room (MM- SKEC2 - L08) - Speaker 1 This is where you consolidate the PRs based on this agreement.

28:21 - Conference Room (MM- SKEC2 - L08) - Speaker 2 In the agreement, it will be mentioned, let's say the supplier would provide 1000 quantities. When the PR is generated, it takes that into consideration that how much quantity have been used.

28:34 - Conference Room (MM- SKEC2 - L08) - Speaker 4 This step will be automated.

28:38 - Unidentified Speaker consolidation.

28:38 - Conference Room (MM- SKEC2 - L08) - Speaker 4 Steps depend on the data cleansing here. The data this we need to focus here about the manufacturer NBN report. We need to ensure that it's correct in order to have proper consolidation. Because why here as mentioned by Khalid that the first priority here by LTBAs. If the LTBAs exist it will be automatically it will scroll off items. It's another first stage. The second priority by manufacturer burden part. If we have one manufacturer Manufacture to be considered it all together and one and one PR that will it will be Benefit for us instead to have multiple PRs so that we can consolidate them based on the manufacture So that will float it to the market who will get a better price than we have multiple and also we need to avoid also the low value PRs Sometimes you have one maker instead of that and it will release PR by $5 So that by this consolidation will help us to consolidate all this environment If no manufacture that happens, it will be consolidated by product group or material type of product group because it's UBG, unified product group. It will be consolidated to similar UBG all together. It's an automated process.

29:53 - Conference Room (MM- SKEC2 - L08) - Speaker 4 And of course, it will be...

29:54 - Conference Room (MM- SKEC2 - L08) - Speaker 2 The inventory controllers are here. Also, check one thing. They are also reviewing the PRs and updating the necessary uh necessary corrections of quantities you know the question Aisha asked how do I make sure these quantities are correct or not I'll just but if there's an tpa yeah yes

30:18 - Conference Room (MM- SKEC2 - L08) - Speaker 3 Everything is automatic there's no there's no review I think it's still there is a there's a review yes yes of course because for example the system here a flash until the For example, if the maximum is 10. But when we come for review, we see like there is open PR quantity with purchasing open pure quantity. For example, let's say there's 5. So I cannot consider 10 because I have already 5 under procurement action, so I have to know. Don't do mathematics. Detect this from this. Sometimes we have reservation also, so I have to consider also the reservation so that they don't duplicate the argument.

30:58 - Conference Room (MM- SKEC2 - L08) - Speaker 4 I think once the MRBR is run, systematically, it will already consider, it will create a blood order, only it will calculate the remaining quantity. They will subtract the quantities under B0, they will subtract all the available stock, it will be under remaining, let's say 5, will create a call of order by 5 pieces, in order to avoid overstocking here.

31:24 - Murugan Kaliaperumal (ADNOC - PE&ICV) Excellent, sir. Yes, exactly this is what we're expecting in IBP.

31:29 - Unidentified Speaker Yes.

31:30 - Conference Room (MM- SKEC2 - L08) - Speaker 4 And also, hey, Murugan, anyone?

31:31 - Conference Room (MM- SKEC2 - L08) - Speaker 3 The calculation.

31:33 - Conference Room (MM- SKEC2 - L08) - Speaker 1 Yeah, yeah.

31:33 - Conference Room (MM- SKEC2 - L08) - Speaker 3 The understock minus the reservation plus PO quantity plus PR quantity with purchasing.

31:40 - Conference Room (MM- SKEC2 - L08) - Speaker 4 And this is, I think, an important topic. We need to hear from the agencies here.

31:43 - Unidentified Speaker Anyone, please? Nishan, Nishan wanted to say something.

31:45 - Conference Room (MM- SKEC2 - L08) - Speaker 4 We need to hear also from them, Yannick. Anyone from Adacrofining, Adana Coffshore? Anyone from Adana Coffshore? Please go ahead.

31:54 - 1Nishant Keloth (Borouge) Had done additional.

31:57 - Murugan Kaliaperumal (ADNOC - PE&ICV) Nobody from another gas is there today. Anybody is there?

32:00 - Conference Room (MM- SKEC2 - L08) - Speaker 4 Hello. Yeah, so in Burj we had an additional customizations on top of what we got as part of one ERP for the PR clubbing, right?

32:09 - 1Nishant Keloth (Borouge) So what we can do is we can we can also share the specs with you guys if you would like to, you know, take that as a reference and Ashma. Do you want to add on the additional criteria? We added project and all right finally.

32:35 - Conference Room (MM- SKEC2 - L08) - Speaker 1 Yeah, if you get what is the the customization with the Solidation Hello.

32:47 - 1Nishant Keloth (Borouge) Much mud. Yeah, yeah, so see we will share you that specs. So on top of adnox consolidation based on you know material group MP and manufacture and other factors. We also added project stocks and this is a program which runs behind the MRP once the planned order is converted and then this generates all the PR's accordingly which further goes to the inventory controller.

33:18 - Murugan Kaliaperumal (ADNOC - PE&ICV) What is the project stock? You mean purchase order with assignment queue?

33:24 - 1Nishant Keloth (Borouge) Yes, so we had added some additional logic on that. I will. I will give you the details of the specs. I'm just trying to recollect.

33:33 - Murugan Kaliaperumal (ADNOC - PE&ICV) Discuss this probably after this meeting. Yeah, OK, OK.

33:41 - Conference Room (MM- SKEC2 - L08) - Speaker 4 Anyone from the Gaz? Balaji or anyone?

33:46 - Murugan Kaliaperumal (ADNOC - PE&ICV) Balaji has joined, yes, yeah.

33:51 - Conference Room (MM- SKEC2 - L08) - Speaker 4 Okay, refining Vivek or Noor Rahul, anyone from refining?

33:57 - Balaji Gopalsamy (ADNOC Gas - PD) We can hear you, your voice. Vivek or Balaji?

34:07 - Murugan Kaliaperumal (ADNOC - PE&ICV) The requirement is. Any challenges you face?

34:13 - Hersi Mohamud Abdulkadir (ADNOC Drilling - DCFD) Teams teams teams.

34:18 - Balaji Gopalsamy (ADNOC Gas - PD) Sorry, but I'm having a difficulty hearing it. Hello sorry.

34:23 - Vivekananthan Kathiresan (ADNOC Refining - HQ) Yes, but while while clubbing the PR, it has a taking the older reservation quantities. Also, this is one of the challenge.

34:36 - Murugan Kaliaperumal (ADNOC - PE&ICV) old reservation quantity and it's giving us an extra order quantity.

34:42 - Vivekananthan Kathiresan (ADNOC Refining - HQ) Yes, it is considering all the reservation even Reservation is not closed.

34:48 - Murugan Kaliaperumal (ADNOC - PE&ICV) Yes, reservation is not closed. This is a challenge we need to write down.

34:55 - Vivekananthan Kathiresan (ADNOC Refining - HQ) We need to address it to EAM team also, Murugan.

34:59 - Murugan Kaliaperumal (ADNOC - PE&ICV) Yes, we addressed it already. Yeah, it's a good thing. Here's one challenger EM from EM work orders are not closed for years together. And assume that 100 piece was asked for item they used piece that 20 pieces blocked in inventory plan. They they completed their work order, right? They did not. The work order is not having a closing facility currently. Which means that 20 piece is blocked against the work order every time that 20 piece has been considered. And the new reservation is not allowing you to use the 20 piece. It's always saying by new extra by extra by extra. This is one continuous issue. I think few ITF few agencies made a request to close, cancel the old reservations, be it work order or manual reservation. Beyond some specific period, I that is not still implemented.

35:56 - Conference Room (MM- SKEC2 - L08) - Speaker 2 Yeah, OK, this is an answer. In LNG in LNG when before one ERP what we developed one program and it was to review the old reservation, send them a reminder email and after that it to automatically close it.

36:14 - Murugan Kaliaperumal (ADNOC - PE&ICV) Yeah, this is not. One of them has made a request. I saw the idea because we approved it, but it is still not implemented. If not implemented, I even spoke to the Bill Gallip two weeks back. If this is not implemented, we need to make something, a different logic in IBP to cater or exclude those old reservation quantities.

36:38 - Unidentified Speaker Yes, all the open work orders with requirement date has passed. So requirement date has passed or requirement date?

36:49 - Murugan Kaliaperumal (ADNOC - PE&ICV) Correct, departmental case has passed. Partially middle has been used. We can we can set the logic for it, but we need to consider.

36:59 - Rahul Patel (ADNOC Group D&CS) Yeah, so this is Rahul here from KPMG. Normally if the requirement date is passed, which means the action is complete. Or do you have any work orders which are still ongoing even if the requirement date is passed? Considering that you have a long lead time planning like six months, eight months you plan a friend in advance, which means that whatever work orders which are in past it, have been fulfilled in one way or the other, right?

37:24 - Murugan Kaliaperumal (ADNOC - PE&ICV) Correct, correct, yes. The problem in SAP was we never had a status to close the work orders. If you close, in other places we noticed, if you close the work order, the reservations gets canceled automatically.

37:40 - Unidentified Speaker Yeah.

37:40 - Murugan Kaliaperumal (ADNOC - PE&ICV) So the reservation cancellation, this is the concern. I think there will be one. Continuously. No, no, it's not happening. This is not happening, so the city is not having this facility. Somebody should go and cancel the work or reservations manually. This is the current unless you business close it, it will not cancel. Correct, very correct.

38:07 - Conference Room (MM- SKEC2 - L08) - Speaker 3 So we we need to sometimes they close work order and there is active PR.

38:13 - Conference Room (MM- SKEC2 - L08) - Speaker 4 Activity also. And suddenly we observe and discover that and there's a concern that now we have overstocking.

38:24 - Raghavendra Mithal (ADNOC Refining - HQ) That is a perennial problem I think every GC is facing. They keep on closing that or cancelling and we build up stock.

38:31 - Murugan Kaliaperumal (ADNOC - PE&ICV) But there was a requirement during the BPD session to have a...

38:35 - Hector Palacios This is not related to the session. This is a concern.

38:44 - Murugan Kaliaperumal (ADNOC - PE&ICV) This is not related to this session because automatically IVP will identify and say this PO quantity, this PR quantity is excess once a reservation is cancelled. That facility is there, but for us internally I've addressed this earlier in some of the discussion. During the BPD section of 1ERP we were requesting a notification to notify the inventory controller if a reservation is cancelled, if a work order is cancelled. Even if you don't I think it is there. I think I even if it is not there, so let me tell you IBP has a facility. It says what is the access order now? If I if my MRP is running now, if the reservation is cancelled last week, it's going to say that this is excess PR quantity. This is the excess PO quantity, so you can go and refer and take what action you can take.

39:38 - Hajaratkhan Khan (Borouge) But Murugan, not there should be some lock that like if you want to change the TR system is giving error message that there is RFQ or PU exist, you cannot delete. So same should be there, they should not be removed from the work order because what we found, this is the reason for non-moving and excess stop.

40:02 - Murugan Kaliaperumal (ADNOC - PE&ICV) Correct, we tried this but this is something different EM module, we will handle it separately but then IBP has a very good provision that during the next MRP run, it will tell you what is the quantity which is not related to, which does not have a reservation.

40:19 - Unidentified Speaker Exactly.

40:19 - Hajaratkhan Khan (Borouge) Once EAM team deleted, there is no solution.

40:24 - Vignesh Perumal (ADNOC Group D&CS) You cannot delete.

40:25 - Hajaratkhan Khan (Borouge) Yeah, they don't want. You cannot delete. Then the material will come and it will land up in your warehouse for 10 years or 20 years.

40:32 - Murugan Kaliaperumal (ADNOC - PE&ICV) It's a waste of money. Clear, but that is a separate topic, I mean. Let's not handle this here. I had many time discussed with EAM. We can like make a little list of point and talk to EAM team, call Mr. Nabil and have a discussion with him.

40:49 - Raghavendra Mithal (ADNOC Refining - HQ) This is a separate topic. Yeah, so Murugan just to highlight, very recently we asked for enhancement because whenever they are changing the work order, we enhance that mail to send a detailed information of what line is changed, how much quantity was changed. So that enhancement has gone in.

41:08 - Sheikh Saleem (ADNOC Logistics & Services) OK.

41:11 - Murugan Kaliaperumal (ADNOC - PE&ICV) So that means notifications coming up with the proper information.

41:14 - Raghavendra Mithal (ADNOC Refining - HQ) Yes, yes, yes.

41:15 - Murugan Kaliaperumal (ADNOC - PE&ICV) So those agencies who are not getting notification, please check it out. Maybe notification is off for some condition. But still if you feel that let us have a separate discussion with the EMT to have other warnings. Yeah, go ahead.

41:33 - Hajaratkhan Khan (Borouge) There should be some SLA should be with them because this is the reason for the excess inventory and the non-moving inventory. So there should be some SLA. When they are saying that the service level and zero stock, so same time you have to raise the question of this non-moving and excess stock.

41:51 - Murugan Kaliaperumal (ADNOC - PE&ICV) Very correct. Very correct, sir. And it is to be, we can separately have a meeting with Nabil.

41:56 - Conference Room (MM- SKEC2 - L08) - Speaker 1 If I can just summarize the requirement. You want a report or a notification that highlights that let us say you have overstocked.

42:11 - Unidentified Speaker Let us not go to the solution now.

42:12 - Murugan Kaliaperumal (ADNOC - PE&ICV) Let us discuss that in the design session. Let us list down the pain points.

42:29 - Conference Room (MM- SKEC2 - L08) - Speaker 2 not go to the notification.

42:30 - Conference Room (MM- SKEC2 - L08) - Speaker 1 What the main point is for the inventory team is the open reservations which are open and the PR has been created for them and even so in many Yeah, and then they are created.

43:00 - Conference Room (MM- SKEC2 - L08) - Speaker 2 So there are two cases. One is old open pay reservation, which is cancellation after the bill and other is cancellation after the PR or during the procuring process. Yes.

43:12 - Conference Room (MM- SKEC2 - L08) - Speaker 3 One thing I want to add repetition of fine item the PRs. For the replenishment. For example, we are replenishment for normal replenishment. I created PR. Yeah, then after like two weeks. I will receive. I will receive another work order for the same line item So I will go and create another period same line item with different PR So for me, I mean, I think this is like no repetition of I like to have very like many people will do technical evaluation, you know She said the PR for the same way for the same items.

43:51 - Murugan Kaliaperumal (ADNOC - PE&ICV) I This is coming down part of once we implemented this MRP, this issue was resolved to maximum extent, at least per discipline wise. So the same thing will be in IBP also. Is going to give you an enhanced version of MRP planned out now. So you might not have multiple PR issues occurring, at least in a given period. In the next planned order, but in single planned order you will not have same item in different fields. Vivek is asking something.

44:31 - 1Vivekananthan Kathiresan (ADNOC Refining - HQ) Murugan, I noticed in this workflow, this call of order is not done by the buyer, it is done by the inventory engineer.

44:41 - Murugan Kaliaperumal (ADNOC - PE&ICV) In the where, where did you see this?

44:42 - 1Vivekananthan Kathiresan (ADNOC Refining - HQ) This is a flowchart which someone is sharing, Murugan.

44:47 - Conference Room (MM- SKEC2 - L08) - Speaker 2 Yeah, yeah, yeah, it's an old one, probably it needs be updated.

44:51 - Vivekananthan Kathiresan (ADNOC Refining - HQ) So, call of order is under RFX. Wherever item required RFX, it will go to PD.

45:00 - Conference Room (MM- SKEC2 - L08) - Speaker 2 I think inventory, actually inventory release orders are not even end user, but inventory controllers themselves.

45:06 - Vivekananthan Kathiresan (ADNOC Refining - HQ) For stock basis, yes, inventory controller. For stock items.

45:18 - Dhya Aldain Abdulaziz Awadh (ADNOC Drilling - PD) call of older.

45:22 - Conference Room (MM- SKEC2 - L08) - Speaker 1 If you have the same delivery date or close delivery date, it doesn't.

45:28 - Conference Room (MM- SKEC2 - L08) - Speaker 3 So we're scheduling the replacement, for example, once a month.

45:32 - Unidentified Speaker Yes.

45:33 - Conference Room (MM- SKEC2 - L08) - Speaker 3 So when it comes, it will be a club.

45:35 - Conference Room (MM- SKEC2 - L08) - Speaker 1 Yes.

45:35 - Conference Room (MM- SKEC2 - L08) - Speaker 3 It will be a club by quantities, everything, based on manufacturer or product.

45:39 - Conference Room (MM- SKEC2 - L08) - Speaker 1 Yeah, right, right.

45:40 - Conference Room (MM- SKEC2 - L08) - Speaker 3 But I'm saying after that, many reservations after that. And we have many So on this PR, it will be.

45:49 - Conference Room (MM- SKEC2 - L08) - Speaker 2 So within a close, let's say, within a month or within a close time limit, you are receiving some PRs in a different, right? So let's say MRP runs today.

46:01 - Conference Room (MM- SKEC2 - L08) - Speaker 3 Emergency come.

46:02 - Conference Room (MM- SKEC2 - L08) - Speaker 2 Let's say MRP runs today. The PR is generated, consolidated, OK? Then MRP runs after one week. Then again, it's for the same material. It's just creating another PR.

46:12 - Conference Room (MM- SKEC2 - L08) - Speaker 3 Conservation for it. Yeah.

46:15 - Conference Room (MM- SKEC2 - L08) - Speaker 2 It depends on the cycle of the MRP and how do we want to consolidate.

46:20 - Hector Palacios So this is like,

46:22 - Raghavendra Mithal (ADNOC Refining - HQ) No, no, actually, if the PR is there and you're not touch the PR and if the MRP runs again, it will delete that PR and consolidate the PR. It is not the way you're saying.

46:34 - Conference Room (MM- SKEC2 - L08) - Speaker 2 But no, but it's approved if it's the PR is up.

46:36 - Unidentified Speaker Yeah, if it is approved. Yes, you're right. Yeah, you're right.

46:40 - Conference Room (MM- SKEC2 - L08) - Speaker 4 That's what I kind of meant and yeah. Yeah, yeah, yeah, yeah.

46:49 - 1Nishant Keloth (Borouge) So in our case I assume that the PR for AdNoc will go to AdNoc instance and Buruj would be pushed to Buruj instance right now. On top of this aggregation logic that we have, we have an additional logic for decentralized and centralized because eventually the PR post-approval will move back to AdNoc for sourcing, right?

47:16 - 1Nishant Keloth (Borouge) As part of optimal project.

47:18 - Conference Room (MM- SKEC2 - L08) - Speaker 4 Tomorrow there will be no decentralized, it will be 100% team here.

47:26 - Vivekananthan Kathiresan (ADNOC Refining - HQ) For refining also there are some decentralized purchase group is there, there is a decentralized team is there in purchasing and contracts. So there are decentral group is already there. Yes, Sir.

